Brand,Series,Title,Price,Memory,Storage
DELL,INSPIRON,"Dell Inspiron 14 5435 ( Ryzen 5 - 7530U Processor | 8GB RAM | 256GB SSD | Radeon Graphics | 14"" FHD+ Display | Backlit Keyboard | Finger Print Reader)","रु 97,000.00",,
Lenovo,LOQ Series,Lenovo LOQ 15IAX9 Gaming Laptop (Intel Core i5 12450HX Processor | 12GB RAM | 512GB SSD | NVIDIA GeForce RTX 2050 Graphics | 15.6-inch FHD (1920 x 1080) IPS 144Hz Display | 1 Year Warranty),"रु 97,000.00",,
Apple,M4 Series,2024's Apple Mac Mini M4 (10 Core CPU | 10 Core GPU | 16 Core Neural Engine | 16GB Unified Memory | 256GB SSD Storage | Wi-Fi 6E & Bluetooth 5.3 | Genuine VAT Bill | 1 Year International Warranty),"रु 97,499.00",,
ACER,Nitro V 15,Acer Nitro V 15 2023 (AMD Ryzen 5 7535HS Processor | 16GB DDR5 RAM | 512GB SSD | NVIDIA RTX 3050 6GB Graphics Card | 15.6-inch FHD (1920 x 1080) 165Hz IPS Display | 1 Year Warranty),"रु 97,999.00",,
MSI,Modern Series,"MSI Modern 15 B12M (12th Gen Intel Core i7 1255U Processor | 16GB RAM | 512GB Storage | 15.6"" FHD (1920 x 1080) Display | Intel Iris Xe Graphics | Backlit Keyboard | 1 Year Warranty)","रु 98,999.00",,
ASUS,VIVOBOOK,Asus Vivobook X1502ZA - BQ864W (Intel Core i7-1255U | 16GB DDR4 RAM | 512GB SSD | lntel UHD Graphics | 15.6-inch FHD Display | Backpack ),"रु 99,999.00",,
MSI,GF63 Series,MSI Thin GF63 12UCX (12th Gen Intel Core i5-12450H Processor | 16GB DDR4 RAM | 512GB SSD | NVIDIA GeForce RTX 2050 4GB GDDR6 Graphics | 15.6-inc FHD IPS 144Hz Display | 2 Year Warranty),"रु 100,000.00",,
DELL,INSPIRON,"Dell Inspiron 15 3520 (Intel Core i7 - 1255U Processor | 8GB RAM | 512GB SSD | Intel UHD Graphics | 15.6"" FHD 120Hz Display)","रु 100,999.00",,
ASUS,TUF Gaming Series,ASUS TUF A15 FA506NFR (AMD Ryzen 7 7435HS Processor | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 2050 4GB Graphics Card | 15.6-inch FHD (1920 x 1080) IPS 144Hz Display),"रु 101,999.00",,
HP,Pavilion Series,"HP Pavilion 16 2024 (AMD Ryzen 7 8840U Processor | 8GB RAM | 512GB SSD Storage | 16"" WUXGA (1920 x 1200) IPS Display | AMD Radeon Graphics | Backlit Keyboard | Windows 11 Home | 1 Year Warranty)","रु 101,999.00",,
Acer,Swift Series,Acer Swift Go 14 2024 (Intel Core Ultra 5 125H Processor | 16GB RAM | 512GB SSD | Intel Arc Graphics | 14-inch WQXGA+ 2.8K IPS Display | AI Integrated | 1 Year Warranty),"रु 101,999.00",,
Acer,Aspire Series,"Acer Aspire 7 A715-79G Gaming Laptop (13th Generation Intel Core i5 13420H Processor | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 3050 6GB Graphics | 15.6"" FHD (1920 x 1080) 144Hz IPS Display | RGB Keyboard | 1 Year Warranty)","रु 102,999.00",,
MSI,Modern 15,"MSI Modern 15 B13M 2023 (Intel Core i5 - 1355U Processor | 8GB RAM | 512GB SSD | Intel Iris Xe Graphics |15.6"" FHD Display)","रु 103,000.00",,
ASUS,Zenbook UM3402YA,Asus Zenbook 14 UM3402YA-KP522W (AMD Ryzen 5 7530U Processor | 8GB RAM| 512GB SSD | AMD Radeon Graphics | 14.0-inch WQXGA 2.5k Resolution Display | 2 Years Warranty),"रु 103,000.00",,
Apple,Macbook Air,"[Authorized] Apple MacBook Air M1 Chip (13.3"" (2560 x 1600) Liquid Retina Display | 8GB Unified Memory | 256GB SSD | 8-core CPU | 7-core GPU | 2 Years Authorized Warranty | 1 Year Breakage Insurance | Space Gray)","रु 103,999.00",,
Lenovo,LOQ Gaming Series,"Lenovo LOQ 15AHP9 2024 (AMD Ryzen 5 8645HS Processor | 16GB RAM | 1TB SSD Storage | NVIDIA GeForce RTX 4050 6GB Graphics | 15.6"" FHD (1920 x 1080) 144Hz 100% sRGB IPS Display | Windows 11 Hone | 1 Year Warranty)","रु 104,999.00",,
HP,EliteBook Series,"HP EliteBook 645 G10 (AMD Ryzen 5 Pro 7530U Processor | 16GB RAM | 512GB SSD | AMD Radeon Graphics | 14"" FHD (1920 x 1080) IPS Display | Backlit Keyboard & Fingerprint Reader | Windows 11 Pro | 1 Year Warranty)","रु 104,999.00",,
ASUS,TUF Gaming Series,ASUS TUF A15 FA506 (AMD Ryzen 7 7435HS Processor | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 3050 4GB Graphics Card | 15.6-inch FHD (1920 x 1080) IPS 144Hz Display),"रु 104,999.00",,
DELL,,"Dell Inspiron 15 3530 (Intel Core i7 - 1355U Processor | 16GB RAM | 512GB SSD | Intel UHD Graphics | 15.6"" FHD Display )","रु 105,000.00",,
Hewlett-Packard (HP),Victus,HP Victus 15 2023 (Intel Core i5 - 13420H Processor|8GB RAM | 512GB Storage |NVIDIA RTX 3050 Graphics |15.6″ FHD 144Hz Display),"रु 105,499.00",,
Acer,Nitro V 15,Acer Nitro V 15 Gaming Laptop (AMD Ryzen 5 7535HS Processor | 16GB DDR5 RAM | 512GB SSD | NVIDIA RTX 4050 6GB Graphics Card | 15.6-inch FHD (1920 x 1080) 144Hz IPS Display | 1 Year Warranty),"रु 105,999.00",,
ASUS,TUF Series,ASUS TUF A15 FA506NF (AMD Ryzen 5 7535HS Processor | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 2050 4GB Graphics Card | 15.6-inch FHD (1920 x 1080) IPS 144Hz Display | 2 Years Authorized Warranty),"रु 106,000.00",,
ACER,Nitro V 15,Acer Nitro V 15 2023 (Intel Core i5 13420H Processor | 16GB DDR5 RAM | 512GB SSD | NVIDIA RTX 3050 6GB Graphics Card | 15.6-inch FHD (1920 x 1080) 144Hz IPS Display | 1 Year Warranty),"रु 106,999.00",,
Acer,Swift Series,Acer Swift Go 14 OLED 2024 (Intel Core Ultra 5 125H Processor | 16GB RAM | 512GB SSD | Intel Arc Graphics | 14-inch WQXGA+ 2.8K 90Hz OLED Display | AI Integrated | 2 Years Warranty | ),"रु 108,499.00",,
ASUS,TUF Series,ASUS TUF A15 FA507RF (AMD Ryzen 7 6800HS Processor | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 2050 4GB Graphics Card | 15.6-inch FHD (1920 x 1080) IPS 144Hz Display),"रु 109,499.00",,
Acer,Aspire Series,"Acer Aspire 5 A515-58M (13th Generation Intel Core i9 13900H Processor | 16GB RAM | 512GB SSD | 15.6"" FHD (1920 x 1080) Display | 1 Year Warranty | Genuine Windows 11 Home)","रु 109,499.00",,
ACER,Nitro V 15,"Acer Nitro V 15 Gaming Laptop (Intel Core i5 13420H Processor | 16GB RAM | 512GB SSD | NVIDIA RTX 4050 6GB Graphics | 15.6"" FHD (1920 x 1080) 144Hz Display)","रु 109,999.00",,
HP,Victus Gaming Series,"2024's HP Victus 15 (AMD Ryzen 5 8645HS Processor | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 4050 6GB Graphics Card | 15.6"" FHD (1920 x 1080) 144Hz IPS Display | 1 Year Warranty | AI-Integrated Laptop)","रु 110,000.00",,
Acer,Swift Series,Acer Swift Go 14 2024 (Intel Core Ultra 7 155H Processor | 16GB RAM | 1TB SSD | Intel Arc Graphics | 14-inch WUXGA (1920 x 1200) Touch IPS Display | AI Integrated | 1 Year Warranty),"रु 111,999.00",,
Hewlett-Packard (HP),Victus,HP Victus 15 2023 (Intel Core i5 13420H Processor | 16GB RAM | 512GB Storage | NVIDIA RTX 4050 Graphics | 15.6″ FHD 144Hz Display | 1 Year Warranty),"रु 112,000.00",,
ASUS,VivoBook,"ASUS VivoBook 14 X1404VA-EB244W (Intel i7-1355U Processor| 16GB RAM | 512GB SSD | Intel Iris Xe | 14"" FHD Display | 2 Years Warranty)","रु 112,000.00",,
MSI,Cyborg Series,MSI Cyborg 15 A12UCX (12th Gen i5-12450H Processor | 16GB DDR5 RAM | 512GB SSD | NVIDIA GeForce RTX 2050 4GB Graphics Card | 15.6-inch FHD IPS 144Hz Display | 2 Year Warranty),"रु 112,000.00",,
ACER,Nitro V Series,"Acer Nitro V 15 (13th Generation Intel Core i7 13620H Processor | 16GB RAM | 512GB SSD | 15.6"" FHD (1920 x 1080) 144Hz IPS Display | RTX 2050 4GB Graphics | 1 Year Warranty | Freebies Included)","रु 112,999.00",,
Acer,Swift Series,Acer Swift Go 14 OLED 2024 (Intel Core Ultra 5 125H Processor | 16GB RAM | 1TB SSD | Intel Arc Graphics | 14-inch WQXGA+ 2.8K 90Hz OLED Display | AI Integrated | 1 Year Warranty),"रु 112,999.00",,
Lenovo,Yoga Series,"Lenovo Yoga 7 2-in-1 16IML9 (14th Generation Intel Core Ultra 5 125U Processor | 16GB RAM | 512GB SSD Storage | Integrated Intel Graphics | 16"" WUXGA (1920 x 1200) Multi-Touch IPS Display | Backlit Keyboard | 1 Year Warranty)","रु 112,999.00",,
Dell,Inspiron Series,"Dell Inspiron 14 7445 2-in-1 Laptop (AMD Ryzen 7 8840HS Processor | 16GB RAM | 1TB SSD Storage | 14"" FHD+ (1920 x 1200) Touch IPS Display | AMD Radeon Graphics | Windows 11 | Fingerprint Reader | 1 Year Warranty)","रु 113,999.00",,
Dell,Inspiron Series,"Dell Inspiron 16 5645 (AMD Ryzen 7 8840U Processor | 16GB RAM | 1TB SSD Storage | AMD Radeon Graphics | 16"" FHD+ (1920 x 1200) Touch IPS Display | Backlit Keyboard | Fingerprint Reader | 1 Year Warranty)","रु 113,999.00",,
Dell,Gaming Series,Dell G15 5520 Gaming Laptop (Intel Core i5 12500H Processor | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 3050 4GB Graphics Card | 15.6-inch FHD (1920 x 1080) IPS 120Hz Display | 2 Years Authorized Warranty),"रु 114,999.00",,
Apple,,"Apple 2024 Mac Mini Desktop Computer (M2 chip, 8GB Unified Memory, 512GB SSD Storage) | 1 year authorized warranty","रु 114,999.00",,
Lenovo,LOQ Series,Lenovo LOQ 15IAX9 Gaming Laptop (Intel Core i5 12450HX Processor | 24GB RAM | 512GB SSD | NVIDIA GeForce RTX 4050 Graphics | 15.6-inch FHD (1920 x 1080) IPS Display | 1 Year Warranty),"रु 114,999.00",,
ASUS,VivoBook Series,ASUS VivoBook Flip S 14 (13th Gen Intel Core i5 13500H Processor | 8GB RAM | 512GB SSD | 14-inch WUXGA (1920 x 1200) Touchscreen Display | Intel UHD Graphics | 2 Years Authorized Warranty),"रु 115,000.00",,
ASUS,VivoBook Series,ASUS VivoBook 15 X1502V (Intel Core i7 13700H Processor | 16GB DDR4 RAM | 1TB NVMe SSD | Intel Iris Xe Graphics | 15.6-inch FHD (1920 x 1080) IPS Display | 2 Year Authorized Warranty),"रु 115,000.00",,
Dell,Inspiron Series,"Dell Inspiron 7440 2-in-1 Laptop (14th Generation Intel Core 7 150U Processor | 16GB RAM | 1TB SSD Storage | Intel Graphics | 14"" FHD+ (1920 x 1200) Touch IPS Display | Windows 11 | 1 Year Warranty)","रु 115,999.00",,
Lenovo,LOQ Series,"Lenovo LOQ 15IRX9 (Intel Core i5 13450HX Processor | 16GB RAM |512GB SSD | NVIDIA GeForce RTX 3050 6GB Graphics Card | 15.6"" FHD (1920 x 1080) 100% sRGB 144Hz IPS Display | 1 Year Warranty)","रु 117,999.00",,
ASUS,TUF Series,ASUS TUF Gaming F15 (Intel® Core™ i7-11800H Processor | 16GB DDR4 RAM | 512GB NVme SSD | NVIDIA® GeForce RTX™ 2050 4GB Laptop GPU | 15.6-inch FHD (1920 x 1080) 144Hz Display | 2 Years Warranty | Windows 11 Home),"रु 118,000.00",,
Lenovo,LOQ Series,Lenovo LOQ 15IRH8 Gaming Laptop (13th Gen Intel Core i5-13420H Processor | 16GB RAM | 1TB SSD | NVIDIA RTX 3050 6GB Graphics Card | 15.6-inch FHD (1920 x 1080) 144Hz Display | Windows 11 Home),"रु 118,000.00",,
HP,Envy x360,HP Envy x360 14 2024 (14th Generation Intel® Core™ 7 150U Processor | 16GB RAM | 512GB SSD | 14-inch FHD (1920 x 1080) Multi-touch Display | Integrated Intel Iris Xe Graphics | 2-in-1 Laptop | 1 Year Warranty),"रु 119,999.00",,
HP,Vicuts Series,HP Victus 16 Gaming Laptop (AMD Ryzen 7 6800H Processor | 8GB DDR5 RAM | 512GB NVMe SSD | NVIDIA GeForce RTX 3050 4GB Graphics Card | 16-inch FHD IPS 144Hz Display | Windows 11 Home | 1 Year Warranty),"रु 120,000.00",,
Acer,Swift Series,Acer Swift X 14 2024 (Intel Core Ultra 5 125H Processor | 16GB RAM | 512GB SSD | RTX 3050 6GB Graphics | 14.5 inch WQXGA (2560 x 1600) 120Hz 100% sRGB IPS Display | AI Integrated),"रु 121,499.00",,
Lenovo,Yoga Series,"[AI PC] Lenovo Yoga 7 2-in-1 14AHP9 (AMD Ryzen 7 8840HS Processor | 16GB RAM | 1TB SSD | AMD Radeon 780M | 14"" WUXGA (1920 x 1200) Multi-touch Display | Genuine Windows 11 Home)","रु 121,999.00",,
ACER,Nitro Series,Acer Nitro V 15 (13th Gen Intel Core i7-13620H Processor | 16GB DDR5 RAM | 512GB SSD | 15.6-inch FHD (1920 x 1080p) 165Hz IPS Display | NVIDIA RTX 3050 6GB Graphics Card | 1 Year Warranty),"रु 122,499.00",,
Lenovo,IdeaPad 5,"Lenovo IdeaPad 5 2-in-1 14AHP9 (AMD Ryzen 7 8845HS Processor | 16GB RAM | 1TB SSD Storage | 14"" WUXGA (1920 x 1200) 2-in-1 IPS Display | Windows 11 | Backlit Keyboard & Fingerprint Reader | 1-Year Warranty)","रु 122,999.00",,
Acer,Nitro V Series,Acer Nitro V 16 2024 Gaming Laptop (AMD Ryzen 5 8645HS Processor | 8GB RAM | 512GB SSD | NVIDIA GeForce RTX 4050 6GB Graphics Card | 16-inch WUXGA (1920 x 1200) IPS 165Hz Display | 2024 AI-integrated Gaming Laptop),"रु 123,000.00",,
DELL,INSPIRON,"Dell Inspiron 14 5420 (Intel Core i5 1235U Processor | 8GB RAM | 512GB RAM | Intel UHD Graphics | 14"" FHD+ Display)","रु 124,000.00",,
HP,Envy x360,"[Ai-Laptop] HP Envy x360 2-in-1 Laptop (AMD Ryzen 7 8840HS Processor | 16GB RAM | 1TB SSD | AMD Radeon Graphics | 14"" WUXGA (1920 x 1200) Multi-touch IPS Display | Genuine Windows 11 | 1 Year Warranty)","रु 124,999.00",,
Acer,Swift Series,Acer Swift Go 14 OLED 2024 (Intel Ultra 7 155H Processor | 16GB RAM | 512GB SSD | Intel Arc Graphics | 14-inch 2.8K (2880 x 1800) OLED Display | 1 Year Warranty),"रु 124,999.00",,
Apple,,Apple iPad Pro 2022 M2 Chip (8GB | 128GB | 8-core CPU | 10-core GPU | 11-inch Liquid Retina Multi‑Touch Display),"रु 171,999.00",,
Hewlett-Packard (HP),Victus,"HP Victus 15 (AMD Ryzen 7 - 5800H Processor | 16 GB RAM | 512 GB SSD | NVIDIA RTX 3050Ti Graphics | 15.6"" FHD 144Hz Display)","रु 125,000.00",,
ASUS,Vivobook K3405V,"Asus Vivobook 14x K3405V ( Intel i7 - 13700H Processor | 16GB RAM | 512GB SSD |Intel Iris Xᵉ Graphics| 14"" WUXGA Display )","रु 126,000.00",,
Acer,Nitro V 15 Series,Acer Nitro V 15 (13th Gen Intel Core i5 13420H Processor | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 4060 8GB Graphics Card | 15.6-inch FHD (1920 x 1080) 144Hz IPS Display | 1 Year Warranty),"रु 126,999.00",,
Apple,,"Apple Macbook Air 2022 M2 Chip (13.6"" Liquid Retina Display | 8GB Unified Memory | 256GB SSD Storage | 8-Core CPU | 8-Core GPU | 1 Year Apple International Warranty)","रु 126,999.00",,
Acer,,"Acer Nitro 5 Gaming Laptop AN515-47 2023 (AMD Ryzen 7 - 7735HS Processor | 8GB RAM | 512GB SSD | NVIDIA RTX 3050 Graphics | 15.6"" FHD 144Hz Display)","रु 127,000.00",,
MSI,Modern 15,"MSI Modern 15 B13M 2023 (Intel Core i7 - 1355U Processor | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics |15.6"" FHD Display)","रु 129,000.00",,
Apple,M4 Series,2024's Apple Mac Mini M4 (10 Core CPU | 10 Core GPU | 16 Core Neural Engine | 16GB Unified Memory | 512GB SSD Storage | Wi-Fi 6E & Bluetooth 5.3 | Genuine VAT Bill | 1 Year International Warranty),"रु 129,499.00",,
ASUS,,"[AI-Integrated + Copilot] Asus VivoBook S 14 OLED M5406NA (AMD Ryzen 5 7535HS Processor | 16GB RAM | 1TB SSD | AMD Radeon™ Graphics | 14"" 3K (2880 x 1620) 120Hz OLED Display | 2 Years Authorized Warranty)","रु 129,999.00",,
Lenovo,LOQ Series,"Lenovo LOQ 15IRX9 (13th Generation Intel Core i7 13650HX Processor | 16GB RAM | 1TB SSD | NVIDIA GeForce RTX 3050 6GB Graphics | 15.6"" FHD (1920 x 1080) IPS Display | Genuine Windows 11)","रु 129,999.00",,
Acer,Nitro V Series,2024's Acer Nitro V 16 (AMD Ryzen 7 8845HS Processor | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 3050 6GB Graphics Card | 16-inch WUXGA (1920 x 1200) IPS 165Hz Display | AI-integrated | 1 Year Warranty),"रु 129,999.00",,
Hewlett-Packard (HP),Envy,"HP Envy x360 13M-BD0033 (Intel Core i7 - 1250U Processor | 8GB RAM | 512GB SSD | Intel Iris Xe Graphics | 13.3"" FHD 360 Touchscreen)","रु 130,000.00",,
ACER,Nitro 5,"Acer Nitro 5 (12th Gen Intel Core i7-12650H Processor| 16 GB RAM | 512 GB SSD | NVIDIA GeForce RTX 3050 Graphics | 15.6"" FHD 144hz Display )","रु 130,000.00",,
ACER,Nitro Series,Acer Nitro V 15 2023 (13th Gen Intel Core i7-13620H Processor | 16GB DDR5 RAM | 512GB M.2 SSD | 15.6-inch FHD (1920 x 1080p) IPS 144Hz Slim-Bezel Display | NVIDIA RTX 4050 6GB Graphics Card | 1 Year Warranty),"रु 132,999.00",,
Acer,Nitro V Series,Acer Nitro V 16 2024 Gaming Laptop (AMD Ryzen 7 8845HS Processor | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 4050 6GB Graphics Card | 16-inch WUXGA (1920 x 1200) IPS 165Hz Display | 2024 AI-integrated Gaming Laptop),"रु 134,499.00",,
Lenovo,Gaming Laptop Series,Lenovo LOQ 15AHP8 Gaming Laptop (AMD Ryzen 7 7840HS Processor | 16GB DDR5 RAM | 512GB Gen4 SSD | NVIDIA GeForce RTX 4050 6GB Graphics | 15.6-inch FHD (1920 x 1080) IPS 144Hz Display | Windows 11 Home | 1 Year Warranty),"रु 134,999.00",,
ACER,Nitro 5,"Acer Nitro 5 (12th Gen Intel Core i5 12450H Processor | 16GB RAM | 512GB SSD | NVIDIA RTX 4060 8GB Graphics Card | 15.6"" FHD 144Hz Display)","रु 135,000.00",,
DELL,,"Dell Inspiron 15 3530 (Intel Core i7 - 1335U Processor | 16GB RAM | 512GB SSD | NVIDIA MX550 2GB | Finger Print Reader|15.6"" FHD Display |Backlit Keyboard )","रु 137,000.00",,
ASUS,Zenbook UM3402YA,Asus Zenbook 14 UM3402YA-KP475W (AMD Ryzen 7 7730U | 16GB RAM | 1TB SSD | AMD Radeon Graphics | 14.0-inch WQXGA 2.5K Resolution Display | 2 Years Warranty),"रु 137,000.00",,
LENOVO,ThinkPad E14,"Lenovo ThinkPad E14 Gen 2 (AMD Ryzen 7 - 5825U Processor | 16GB RAM | 512GB SSD | AMD Radeon Graphics | 14"" FHD Display)","रु 139,000.00",,
Acer,Nitro Series,Acer Nitro 16 2024 Gaming Laptop (13th Gen Intel Core i7 13620H Processor | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 4050 6GB Graphics | 16-inch WUXGA (1920 x 1200) 165Hz Display | 4-Zone RGB Keyboard | 1 Year Warranty),"रु 139,999.00",,
Lenovo,LOQ Series,Lenovo LOQ 15ARP9 (AMD Ryzen 7 7435HS Processor | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 4060 8GB Graphics Card | 15.6-inch FHD (1920 x 1080) 144Hz Display | 1 Year Warranty),"रु 139,999.00",,
Hewlett-Packard (HP),Omen,"HP Omen 16 - C0011DX (AMD Ryzen 7 - 5800H Processor | 16GB RAM | 512GB SSD |NVIDIA RTX 3050Ti Graphics | 16.1"" FHD 144Hz Display)","रु 140,000.00",,
Acer,Nitro V 15 Series,Acer Nitro V 15 Gaming Laptop (13th Gen Intel Core i7 13620H Processor | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 4060 8GB Graphics Card | 15.6-inch FHD (1920 x 1080) 144Hz IPS Display | Freebies Included),"रु 141,999.00",,
DELL,,"Dell Inspiron 14 7430 (Intel Core i7 - 1355U Processor | 16GB DDR5 RAM | 1TB SSD | Fingerprint Scanner | Intel Iris Xe Graphics Card| 14"" FHD Touchscreen 2 in 1 Display | Backlit Keyboard)","रु 142,000.00",,
ASUS, TP3402-lZ26W (2-in-1),"ASUS Vivobook S 14 Flip Oled TP3402-lZ26W 2023 (Intel Core i7-12700H Processor | 16GB RAM | 1TB SSD | Intel Iris Xe | WUXGA 14"" | 2-in-1 | Active Stylus |Backlit KB | Magic NumPad)","रु 142,999.00",,
Acer,Nitro V 15,Acer Nitro V 15 ANV15-41 (AMD Ryzen 7 7735HS Processor | 16GB RAM | 1TB SSD | NVIDIA GeForce RTX 4060 8GB Graphics Card | 15.6-inch FHD (1920 x 1080) IPS 144Hz Display | Obsidian Black),"रु 143,999.00",,
Dell,Latitude Series,"Dell Latitude 5440 (13th Generation Intel Core i7 1365U Processor | 16GB RAM | 512GB SSD | 14"" FHD (1920 x 1080) Touch IPS Display | Intel Integrated Graphics | 1 year Warranty)","रु 144,999.00",,
Hewlett-Packard (HP),Victus,"HP Victus 15 - FA0354TX (Intel Core i7 - 12700H Processor | 16GB RAM | 512GB SSD | NVIDIA RTX 3050Ti Graphics | 15.6"" FHD 144Hz Display)","रु 145,000.00",,
Asus,,"Asus TUF Dash F15 2022 FX517ZM (Intel Core i5 - 12450H Processor | 16GB RAM | 512GB SSD | NVIDIA RTX 3060 Graphics | 15.6"" FHD 144Hz Display)","रु 145,000.00",,
Apple,,Apple iPad Pro 2022 M2 Chip (8GB | 256GB | 8-core CPU | 10-core GPU | 11-inch Liquid Retina Display),"रु 171,999.00",,
Apple,MacBook Air,"MacBook Air M3 Chipset (13"" (2560 x 1664) Liquid Retina Display | 8GB Memory | 256GB Storage | 8-Core CPU & 8-Core GPU | MacOS | 1 Year Warranty)","रु 146,499.00",,
Dell,Gaming Series,Dell G15 Gaming Laptop (AMD Ryzen 7 7840HS Processor | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 4060 8GB Graphics Card | 15.6-inch FHD (1920 x 1080) 165Hz Display | 1 Year Warranty),"रु 148,999.00",,
Dell,XPS Series,"Dell XPS 13 9315 (12th Gen Intel Core i7 1250U | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics | 13.4"" FHD+ (1920 x 1200) Display | 1 Year Warranty)","रु 149,999.00",,
Gigabyte ,,"Gigabyte G5 MD ( Intel Core i5 - 11400H | 16GB RAM | 512 GB SSD NVIDIA RTX 3050Ti 4GB | 15.6"" FHD IPS Display)","रु 150,000.00",,
ASUS,ZenBook Series,[AI-Integrated] ASUS ZenBook 14 OLED UM3406H (AMD Ryzen 7 8840HS Processor | 16GB RAM | 512GB SSD | AMD Radeon™ Graphics | 14-inch 3K (2880 x 1800) 120Hz OLED Display | 2 Years ASUS Authorized Warranty),"रु 150,999.00",,
Acer,,"Acer Predator Helios 300 (Intel Core i7 - 11800H Processor | 16GB RAM | 1TB SSD | NVIDIA RTX 3060 Graphics| 15.6"" WQHD 165Hz Display)","रु 151,000.00",,
Acer,Predator Series,Acer Predator Helios Neo 16 (Intel Core i5 13500HX Processor | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 4050 6GB Graphics Card | 16-inch WUXGA (1920 x 1200) IPS 165Hz Display | 4-Zone RGB Keyboard),"रु 151,000.00",,
Acer,,"Acer Nitro 5 (AMD Ryzen 7 - 5800H Processor | 16GB RAM | 512GB SSD | NVIDIA RTX 3060 Graphics | 15.6"" FHD 144hz Display)","रु 152,000.00",,
Apple,,"Apple Macbook Air M2 2024 (13.6"" Liquid Retina Display | 16GB Unified Memory | 256GB SSD Storage | 8-Core CPU | 8-Core GPU | 1 Year Warranty)","रु 152,000.00",,
Acer,Nitro V Series,[2024 Model] Acer Nitro V 16 (AMD Ryzen 7 8845HS Processor | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 4060 8GB Graphics Card | 16-inch WUXGA (1920 x 1200) IPS 165Hz Display | AI-integrated | 1 Year Warranty),"रु 152,999.00",,
ACER,Nitro 5,"Acer Nitro 5 2022 (Intel Core i7 - 12700H Processor | 16GB RAM | 512GB SSD | NVIDIA RTX 3060 Graphics | 15.6"" FHD 144Hz Display)","रु 153,000.00",,
ACER,Nitro 5,"Acer Nitro 5 AN515-58 (Intel Core i7 - 12650H Processor | 16GB RAM | 512GB SSD | NVIDIA RTX 4050 Graphics | 15.6"" FHD 144Hz Display)","रु 154,000.00",,
HP,EliteBook Series,"HP EliteBook 645 G11 (AMD Ryzen 7 7735U Processor | 32GB RAM | 1TB SSD | AMD Radeon Graphics | 14"" WUXGA (1920 x 1200) IPS Display | Backlit Keyboard & Fingerprint Reader | Windows 11 Pro | 2 Years Warranty)","रु 154,999.00",,
Acer,Nitro V 15,Acer Nitro V 15 (13th Generation Intel Core i9 13900H Processor | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 4050 6GB Graphics Card | 15.6-inch FHD (1920 x 1080) 144Hz Display | 1 Year Warranty),"रु 154,999.00",,
Lenovo,LOQ Series,Lenovo LOQ 15ARP9 (AMD Ryzen 7 7435HS Processor | 24GB RAM | 1TB SSD | NVIDIA GeForce RTX 4060 8GB Graphics Card | 15.6-inch FHD (1920 x 1080) 144Hz Display | 1 Year Warranty),"रु 154,999.00",,
Lenovo,Gaming Laptop Series,Lenovo LOQ Gaming Laptop (AMD Ryzen 7 7840HS Processor | 16GB DDR5 RAM | 512GB Gen4 SSD | RTX 4050 6GB GDDR6 Graphics | 15.6-inch FHD (1920 x 1080) IPS 165Hz Display | Windows 11 Home | 2 Year Warranty),"रु 155,000.00",,
Apple,MacBook Air M1 Chipset,Apple MacBook Air (MacBook Air M1 Chipset | 16GB Unified Memory | 256GB SSD Storage | 13.3-inch LED-backlit Display | MacOS | Backlit Magic Keyboard | 1 Year Global Warranty),"रु 155,000.00",,
LENOVO,ThinkPad L14,"Lenovo ThinkPad L14 Gen 2 (Intel Core i7 - 1165G7 Processor | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics | 14"" FHD Display)","रु 155,000.00",,
Acer,Gaming Series,Acer Predator Triton 300 SE (12th Gen Intel Core i7 12700H Processor | 16GB RAM | 512GB SSD | NVIDIA GeForce RTX 3060 6GB GDDR6 Graphics | 14-inch WUXGA (1920 x 1200) 165Hz Display | Fingerprint Reader | 1 Year Warranty),"रु 155,000.00",,
Acer,Swift Series,"[2024] Acer Swift Go 16 OLED (Intel Core Ultra 7 155H Processor | 16GB RAM | 1TB SSD | 16-inch 3.2K (WQXGA+, 3200 x 2000) OLED 120Hz Display | Intel Arc Graphics | 2 Years Warranty | AI-integrated)","रु 155,999.00",,
